"id"|"paymentDue"|"amount"|"name"|"address"|"stratum"|"consumption"|"avgConsumption"|"last"
17147|"31-05-2022"|12674.144|"Emory Collough"|"St 000 No 982 99"|1|8.083|16.05|"16,807 6,101 26,69 26,084 21,604 8,688 21,092 7,284 8,083 8,388 21,687 20,034"
17732|"21-04-2022"|77709.945|"Yoshi Tims"|"St 000 No 396 19"|5|13.216|14.75|"6,082 5,014 10,81 19,662 12,309 28,904 17,106 8,699 13,216 15,963 22,865 16,354"
17014|"31-05-2022"|35182.785|"Caryn McCoish"|"Av 217 No 000 57"|1|22.438|18.24|"24,845 27,833 14,992 25,424 22,189 19,802 9,01 8,031 22,438 10,985 24,18 9,172"
17609|"01-05-2022"|40058.38|"Vail Devote"|"Av 552 No 002 93"|4|10.219|13.6|"27,216 12,614 7,979 8,868 16,406 27,756 12,508 6,659 10,219 20,506 7,061 5,418"
17789|"21-04-2022"|140702.28|"Kinsley de Vaen"|"Av 077 No 003 44"|5|23.929|19.79|"28,07 29,11 29,971 9,53 19,01 20,865 27,202 17,621 23,929 12,118 5,232 14,88"
17077|"31-05-2022"|8073.632|"Rogerio Ebbers"|"St 003 No 736 07"|1|5.149|17.27|"22,136 7,319 24,326 26,142 25,758 21,243 17,751 8,882 5,149 5,038 17,151 26,344"
17006|"31-05-2022"|41939.297|"Ingelbert Udall"|"St 004 No 837 34"|1|26.747|18.89|"17,693 18,538 6,548 17,208 12,286 18,154 28,825 29,854 26,747 15,932 22,393 12,459"
17229|"21-05-2022"|68050.125|"Joceline Rucklesse"|"St 005 No 439 08"|2|28.933|17.44|"18,56 25,437 16,226 12,025 24,522 5,618 10,656 12,884 28,933 23,985 5,068 25,419"
17504|"11-05-2022"|71107.125|"Louisa Ringsell"|"St 005 No 603 51"|3|20.731|17.6|"26,011 5,997 20,564 16,149 12,138 8,725 9,888 29,369 20,731 22,216 23,047 16,387"
17437|"11-05-2022"|95103.336|"Aubert Casbon"|"St 006 No 366 37"|3|27.727|22.85|"29,117 25,163 26,704 22,424 25,545 24,112 26,089 12,574 27,727 23,612 13,618 17,49"
17719|"21-04-2022"|65714.766|"Allene Ewer"|"Av 129 No 007 42"|5|11.176|16.83|"26,207 22,43 13,709 10,533 12,766 13,521 25,934 12,327 11,176 22,101 17,68 13,529"
17645|"01-05-2022"|111123.875|"Ellyn Postin"|"Av 545 No 007 08"|4|28.348|17.72|"18,493 9,598 29,26 25,298 19,043 14,633 7,986 9,164 28,348 10,152 27,868 12,816"
17581|"01-05-2022"|72374.77|"Michele Cringle"|"Av 692 No 008 53"|4|18.463|17.49|"18,441 10,556 26,53 19,198 11,426 15,501 16,871 20,992 18,463 8,868 26,816 16,273"
17403|"11-05-2022"|91865.42|"Tina McCerery"|"St 008 No 318 59"|3|26.783|18.13|"13,008 21,945 26,666 22,949 24,527 8,701 17,633 20,815 26,783 10,583 14,916 8,988"
17299|"21-05-2022"|16983.72|"Sibylla Ridger"|"Av 298 No 008 42"|2|7.221|12.83|"16,721 5,933 17,106 8,547 13,705 19,931 11,233 12,237 7,221 17,767 13,79 9,814"
17230|"21-05-2022"|53853.516|"Tucky Duetsche"|"St 011 No 138 94"|2|22.897|18.07|"7,527 26,231 29,705 15,891 17,821 16,535 29,988 10,608 22,897 19,137 10,152 10,404"
17308|"21-05-2022"|33856.895|"Allene Brand-Hardy"|"St 011 No 669 97"|2|14.395|16.23|"8,37 11,37 25,538 26,295 18,325 17,944 21,864 7,401 14,395 13,283 9,32 20,622"
17841|"21-04-2022"|165604.03|"Mason Blackborough"|"St 012 No 469 45"|5|28.164|15.91|"5,241 17,934 7,34 29,102 14,621 22,136 12,769 15,288 28,164 20,138 10,262 7,903"
17612|"01-05-2022"|59332.97|"Mildred M'Chirrie"|"St 014 No 545 09"|4|15.136|14.8|"9,941 20,758 6,048 22,152 6,065 10,522 9,314 21,528 15,136 28,824 15,075 12,262"
17341|"21-05-2022"|62151.336|"Binnie Schwant"|"St 015 No 891 66"|2|26.425|21.62|"15,65 29,227 18,276 28,896 10,374 20,714 27,377 10,218 26,425 14,665 27,848 29,809"
17076|"31-05-2022"|15297.408|"Beverlee Peers"|"Av 485 No 018 66"|1|9.756|18.12|"12,499 7,483 16,87 22,218 18,554 13,741 25,819 27,766 9,756 29,116 5,823 27,755"
17796|"21-04-2022"|95232.32|"Noelani Bennell"|"St 018 No 192 81"|5|16.196|14.75|"12,848 12,028 15,798 6,568 15,767 15,707 14,009 8,935 16,196 11,744 20,461 26,895"
17953|"16-04-2022"|147836.84|"Sylvester Heffernan"|"Av 714 No 019 36"|6|23.571|18.57|"25,547 28,18 14,041 17,58 7,565 17,944 15,756 13,271 23,571 28,368 18,146 12,865"
17378|"11-05-2022"|51226.902|"Vicky Ponder"|"St 019 No 808 95"|3|14.935|18.23|"24,973 24,962 6,09 27,299 6,34 18,627 23,987 11,885 14,935 11,672 22,893 25,091"
17632|"01-05-2022"|38165.023|"Korey Cereceres"|"Av 251 No 021 92"|4|9.736|17.66|"14,84 28,217 14,539 26,711 19,191 7,023 22,122 7,422 9,736 28,051 6,888 27,123"
17703|"21-04-2022"|118722.875|"Rod Waghorne"|"St 029 No 845 99"|5|20.191|20.12|"25,728 17,764 29,483 17,193 18,753 14,557 29,438 13,249 20,191 25,132 9,992 19,915"
17263|"21-05-2022"|52966.816|"Lil Latchmore"|"St 031 No 181 33"|2|22.52|20.03|"24,584 16,614 11,507 14,771 29,592 16,834 26,067 23,332 22,52 14,832 17,199 22,553"
17517|"11-05-2022"|37887.668|"Constancy Himpson"|"St 032 No 571 65"|3|11.046|18.96|"14,109 23,252 29,802 25,585 17,322 6,801 10,242 15,142 11,046 29,083 23,792 21,294"
17253|"21-05-2022"|57440.3|"Rasla Francino"|"St 032 No 159 30"|2|24.422|18.05|"29,93 20,911 20,163 18,659 19,419 19,28 7,405 7,489 24,422 12,781 17,952 18,237"
17838|"21-04-2022"|34062.78|"Ricky Coleyshaw"|"Av 052 No 033 40"|5|5.793|17.2|"23,534 6,737 23,023 12,777 9,866 28,984 17,342 15,408 5,793 26,614 14,009 22,355"
17088|"31-05-2022"|37388.96|"Obie Tanti"|"St 033 No 068 01"|1|23.845|18.33|"24,711 12,714 6,938 8,221 14,092 23,815 5,979 25,847 23,845 26,233 27,764 19,778"
17782|"21-04-2022"|139673.28|"Elsey Gronno"|"St 035 No 685 49"|5|23.754|18.76|"7,144 13,918 15,902 25,038 16,932 17,871 16,529 27,786 23,754 22,373 28,642 9,231"
17388|"11-05-2022"|51360.67|"Clarie Boyall"|"St 036 No 175 88"|3|14.974|16.78|"28,414 10,88 5,456 19,24 18,764 27,365 7,499 27,22 14,974 17,103 5,719 18,68"
17932|"16-04-2022"|68740.9|"Bartholomeus Benger"|"Av 595 No 038 24"|6|10.96|19.71|"28,093 17,027 13,469 28,693 26,628 5,413 21,399 28,135 10,96 20,457 23,662 12,628"
17404|"11-05-2022"|64082.504|"Alidia Lawden"|"St 038 No 135 09"|3|18.683|19.38|"26,345 16,368 16,034 10,942 24,087 7,66 25,141 22,98 18,683 9,843 27,705 26,79"
17024|"31-05-2022"|12239.808|"Howie Jeeks"|"St 039 No 048 30"|1|7.806|16.68|"22,605 9,694 25,733 23,132 12,78 14,48 19,696 28,61 7,806 9,546 10,892 15,197"
17418|"11-05-2022"|18497.936|"Cornall Elverstone"|"St 039 No 424 67"|3|5.393|20.04|"14,606 29,094 18,037 25,885 28,681 24,95 7,216 27,543 5,393 26,764 9,087 23,204"
17110|"31-05-2022"|26671.68|"Nannie Lernihan"|"Av 705 No 039 48"|1|17.01|20.92|"6,246 27,977 27,328 17,282 27,249 28,179 9,501 22,979 17,01 24,337 17 25,942"
17965|"16-04-2022"|122153.086|"Kessia Von Oertzen"|"Av 258 No 041 08"|6|19.476|17.86|"22,009 16,524 20,412 22,097 27,705 11,081 9,777 23,113 19,476 17,785 8,416 15,893"
