"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"
1193|"30-01-2023"|26353.377|"Emory Collough"|"St 000 No 982 99"|16.807
1033|"21-12-2022"|35762.098|"Yoshi Tims"|"St 000 No 396 19"|6.082
1585|"30-01-2023"|38956.96|"Caryn McCoish"|"Av 217 No 000 57"|24.845
1598|"31-12-2022"|106686.445|"Vail Devote"|"Av 552 No 002 93"|27.216
1832|"21-12-2022"|165051.31|"Kinsley de Vaen"|"Av 077 No 003 44"|28.07
1076|"30-01-2023"|34709.246|"Rogerio Ebbers"|"St 003 No 736 07"|22.136
1948|"30-01-2023"|27742.623|"Ingelbert Udall"|"St 004 No 837 34"|17.693
1064|"20-01-2023"|43652.934|"Joceline Rucklesse"|"St 005 No 439 08"|18.56
1037|"10-01-2023"|89217.47|"Louisa Ringsell"|"St 005 No 603 51"|26.011
1218|"10-01-2023"|99871.016|"Aubert Casbon"|"St 006 No 366 37"|29.117
1589|"21-12-2022"|154096.89|"Allene Ewer"|"Av 129 No 007 42"|26.207
1756|"31-12-2022"|72492.375|"Ellyn Postin"|"Av 545 No 007 08"|18.493
1545|"31-12-2022"|72288.54|"Michele Cringle"|"Av 692 No 008 53"|18.441
1368|"10-01-2023"|44617.31|"Tina McCerery"|"St 008 No 318 59"|13.008
1858|"20-01-2023"|39327.625|"Sibylla Ridger"|"Av 298 No 008 42"|16.721
1084|"20-01-2023"|17703.43|"Tucky Duetsche"|"St 011 No 138 94"|7.527
1168|"20-01-2023"|19686.156|"Allene Brand-Hardy"|"St 011 No 669 97"|8.37
1883|"21-12-2022"|30817.027|"Mason Blackborough"|"St 012 No 469 45"|5.241
1989|"31-12-2022"|38968.62|"Mildred M'Chirrie"|"St 014 No 545 09"|9.941
1259|"20-01-2023"|36808.645|"Binnie Schwant"|"St 015 No 891 66"|15.65
1517|"30-01-2023"|19598.432|"Beverlee Peers"|"Av 485 No 018 66"|12.499
1011|"21-12-2022"|75546.11|"Noelani Bennell"|"St 018 No 192 81"|12.848
1406|"16-12-2022"|160230.27|"Sylvester Heffernan"|"Av 714 No 019 36"|25.547
1185|"10-01-2023"|85657.14|"Vicky Ponder"|"St 019 No 808 95"|24.973
1577|"31-12-2022"|58172.652|"Korey Cereceres"|"Av 251 No 021 92"|14.84
1335|"21-12-2022"|151280.38|"Rod Waghorne"|"St 029 No 845 99"|25.728
1880|"20-01-2023"|57821.32|"Lil Latchmore"|"St 031 No 181 33"|24.584
1328|"10-01-2023"|48393.73|"Constancy Himpson"|"St 032 No 571 65"|14.109
1295|"20-01-2023"|70395.06|"Rasla Francino"|"St 032 No 159 30"|29.93
1494|"21-12-2022"|138379.69|"Ricky Coleyshaw"|"Av 052 No 033 40"|23.534
1337|"30-01-2023"|38746.848|"Obie Tanti"|"St 033 No 068 01"|24.711
1339|"21-12-2022"|42006.65|"Elsey Gronno"|"St 035 No 685 49"|7.144
1073|"10-01-2023"|97459.734|"Clarie Boyall"|"St 036 No 175 88"|28.414
1443|"16-12-2022"|176198.73|"Bartholomeus Benger"|"Av 595 No 038 24"|28.093
1058|"10-01-2023"|90363.086|"Alidia Lawden"|"St 038 No 135 09"|26.345
1040|"30-01-2023"|35444.64|"Howie Jeeks"|"St 039 No 048 30"|22.605
1169|"10-01-2023"|50098.434|"Cornall Elverstone"|"St 039 No 424 67"|14.606
1776|"30-01-2023"|9793.728|"Nannie Lernihan"|"Av 705 No 039 48"|6.246
1468|"16-12-2022"|138040.02|"Kessia Von Oertzen"|"Av 258 No 041 08"|22.009
1431|"10-01-2023"|89913.76|"Ranice Tidmarsh"|"Av 464 No 042 42"|26.214
1395|"16-12-2022"|81498.11|"Brion Wille"|"Av 439 No 044 54"|12.994
1007|"20-01-2023"|61826.76|"Talbot Pray"|"St 044 No 388 89"|26.287
1787|"20-01-2023"|67723.2|"Gloriane Seccombe"|"Av 788 No 045 90"|28.794
1901|"10-01-2023"|82484.4|"Raimundo Fadden"|"St 047 No 198 25"|24.048
1312|"20-01-2023"|15572.525|"Hagan De Filippi"|"St 047 No 302 84"|6.621
1701|"20-01-2023"|63125.06|"Kora Walhedd"|"Av 587 No 047 40"|26.839
1280|"20-01-2023"|13667.414|"Dwight Corteney"|"St 047 No 877 96"|5.811
1261|"10-01-2023"|49525.625|"Charity Gayton"|"St 048 No 678 81"|14.439
1707|"10-01-2023"|40264.652|"Tatiania Giacubo"|"Av 421 No 048 32"|11.739
1245|"16-12-2022"|34063.125|"Stephani Snoxill"|"St 049 No 492 55"|5.431
1174|"21-12-2022"|134557.69|"Court Vampouille"|"St 050 No 248 54"|22.884
1412|"21-12-2022"|37373.215|"Giselle Dashkov"|"Av 888 No 052 91"|6.356
1509|"16-12-2022"|78888.96|"Torrie Thebeau"|"Av 157 No 052 29"|12.578
1144|"30-01-2023"|26409.824|"Kamilah Kyne"|"St 054 No 675 20"|16.843
1379|"30-01-2023"|24873.184|"Shirlee Laherty"|"Av 020 No 056 90"|15.863
1738|"16-12-2022"|182420.53|"Jobye Southgate"|"Av 587 No 057 82"|29.085
1979|"20-01-2023"|17969.203|"Sybyl Keme"|"St 058 No 994 77"|7.64
1400|"31-12-2022"|113616.99|"Farly Foucar"|"Av 659 No 059 94"|28.984
1224|"20-01-2023"|20610.488|"Duncan Sylett"|"St 060 No 416 67"|8.763
1597|"20-01-2023"|19234.574|"Rodrick Ashbee"|"Av 278 No 060 38"|8.178
1678|"10-01-2023"|23128.422|"Karol Pritchard"|"Av 654 No 062 78"|6.743
1923|"30-01-2023"|32291.393|"Bernarr Titman"|"St 063 No 688 63"|20.594
1080|"21-12-2022"|125808.266|"Yvon Currm"|"St 064 No 330 52"|21.396
1469|"16-12-2022"|51800.28|"Marve Armitt"|"Av 278 No 064 39"|8.259
1805|"16-12-2022"|57401.16|"Pryce Grewar"|"Av 895 No 066 88"|9.152
1188|"10-01-2023"|33781.973|"Mei Mechi"|"St 067 No 815 48"|9.849
1874|"10-01-2023"|68249.94|"Caye Rice"|"Av 598 No 069 20"|19.898
1993|"31-12-2022"|37596.625|"Herb Feldmark"|"St 069 No 642 56"|9.591
1276|"10-01-2023"|85509.65|"Addie Kenlin"|"St 072 No 894 99"|24.93
1024|"10-01-2023"|34416.52|"Jane Keneford"|"St 072 No 853 68"|10.034
1068|"21-12-2022"|136668.61|"Elbert Springer"|"St 074 No 377 60"|23.243
1981|"30-01-2023"|23698.752|"Gleda Wornum"|"St 075 No 031 11"|15.114
1960|"21-12-2022"|35080.02|"Mead Freke"|"St 079 No 138 93"|5.966
1835|"16-12-2022"|45760.367|"Cilka Ricket"|"Av 660 No 079 47"|7.296
1137|"16-12-2022"|140492.36|"Amabelle Langrick"|"St 080 No 988 83"|22.4
1895|"20-01-2023"|36352.36|"Tann Dysert"|"St 080 No 639 18"|15.456
1760|"20-01-2023"|43643.527|"Kipper Madine"|"Av 181 No 081 38"|18.556
1402|"20-01-2023"|17698.725|"Moshe Braunston"|"Av 137 No 085 00"|7.525
1530|"21-12-2022"|128701.22|"Wyndham Bing"|"Av 152 No 085 70"|21.888
1675|"31-12-2022"|92049.2|"Chancey Heffernon"|"Av 495 No 085 54"|23.482
1302|"30-01-2023"|27294.176|"Donnell Wren"|"St 086 No 856 18"|17.407
1697|"31-12-2022"|113060.35|"Isadore Laible"|"Av 881 No 087 28"|28.842
1154|"21-12-2022"|96443.59|"Carroll Beall"|"St 088 No 796 94"|16.402
1001|"21-12-2022"|57447.504|"Lizzie Guiso"|"St 089 No 566 63"|9.77
1843|"20-01-2023"|46082.54|"Caryl Aireton"|"Av 486 No 095 92"|19.593
1176|"16-12-2022"|78613.0|"Oby Shearmer"|"St 097 No 238 26"|12.534
1522|"30-01-2023"|22369.088|"Cristine Tabner"|"Av 896 No 097 72"|14.266
1845|"20-01-2023"|58016.54|"Tyson MacCartan"|"Av 842 No 098 95"|24.667
1362|"21-12-2022"|61575.254|"Tonya Glowacz"|"St 098 No 764 69"|10.472
1322|"16-12-2022"|86283.625|"Cody Osbiston"|"St 098 No 397 27"|13.757
1350|"16-12-2022"|183950.9|"Blayne Yedall"|"St 099 No 420 43"|29.329
1914|"30-01-2023"|21754.432|"Kennedy Randleson"|"St 099 No 550 31"|13.874
1162|"16-12-2022"|105105.84|"Shaylah Hurst"|"St 100 No 211 52"|16.758
1900|"21-12-2022"|157001.61|"Reena Churly"|"St 102 No 436 00"|26.701
1891|"10-01-2023"|87649.96|"Elise Meffen"|"St 102 No 232 67"|25.554
1240|"31-12-2022"|102860.54|"Baudoin Chapelhow"|"St 104 No 961 10"|26.24
1203|"21-12-2022"|53066.91|"Daile Rodd"|"St 104 No 201 50"|9.025
1361|"20-01-2023"|22143.986|"Rhianna Revell"|"St 104 No 111 13"|9.415
1778|"20-01-2023"|56944.03|"Trude Crunden"|"Av 824 No 106 41"|24.211
1549|"10-01-2023"|39173.914|"Gael Camilli"|"Av 379 No 106 60"|11.421
1802|"31-12-2022"|36236.387|"Wilhelm Tacon"|"Av 075 No 106 25"|9.244
1569|"16-12-2022"|58247.88|"Magdalen Stickels"|"Av 945 No 107 25"|9.287
1316|"10-01-2023"|100605.04|"Oneida Sprasen"|"St 108 No 305 95"|29.331
1804|"21-12-2022"|63833.17|"Ealasaid Leabeater"|"Av 151 No 109 03"|10.856
1146|"16-12-2022"|56366.285|"Earvin Pleager"|"St 110 No 176 93"|8.987
1823|"20-01-2023"|56064.387|"Sam Dallosso"|"Av 405 No 111 14"|23.837
1108|"10-01-2023"|94863.234|"Tabbie Bucktrout"|"St 112 No 493 63"|27.657
1602|"16-12-2022"|90843.36|"Jdavie Eke"|"Av 057 No 112 27"|14.484
1377|"30-01-2023"|27269.088|"Leela Mathonnet"|"Av 496 No 113 77"|17.391
1849|"20-01-2023"|33043.11|"Bogey Dougan"|"Av 457 No 115 51"|14.049
1840|"31-12-2022"|105549.65|"Ofella Galia"|"Av 215 No 117 54"|26.926
1761|"30-01-2023"|25326.336|"Damien Cantillion"|"Av 854 No 117 04"|16.152
1865|"10-01-2023"|65204.11|"Adolph Gronav"|"Av 092 No 119 53"|19.01
1676|"10-01-2023"|100124.836|"Mavis Chevis"|"Av 123 No 119 44"|29.191
1331|"30-01-2023"|15425.984|"Kalil Albiston"|"St 119 No 999 92"|9.838
1461|"16-12-2022"|77421.32|"Ilse Calyton"|"Av 220 No 120 40"|12.344
1120|"30-01-2023"|43474.367|"Trumaine MacAless"|"St 122 No 567 27"|27.726
1215|"31-12-2022"|80508.76|"Tania Burns"|"St 122 No 501 96"|20.538
1806|"30-01-2023"|18527.488|"Jeni Collings"|"Av 048 No 122 89"|11.816
