"id"|"paymentDue"|"amount"|"name"|"address"|"stratum"|"consumption"|"avgConsumption"|"last"
11960|"02-03-2022"|31413.312|"Emory Collough"|"St 000 No 982 99"|1|20.034|16.81|"16,807"
11800|"21-01-2022"|96161.36|"Yoshi Tims"|"St 000 No 396 19"|5|16.354|6.08|"6,082"
11352|"02-03-2022"|14381.696|"Caryn McCoish"|"Av 217 No 000 57"|1|9.172|24.85|"24,845"
11365|"31-01-2022"|21238.506|"Vail Devote"|"Av 552 No 002 93"|4|5.418|27.22|"27,216"
11599|"21-01-2022"|87494.25|"Kinsley de Vaen"|"Av 077 No 003 44"|5|14.88|28.07|"28,07"
11843|"02-03-2022"|41307.39|"Rogerio Ebbers"|"St 003 No 736 07"|1|26.344|22.14|"22,136"
11715|"02-03-2022"|19535.713|"Ingelbert Udall"|"St 004 No 837 34"|1|12.459|17.69|"17,693"
11831|"20-02-2022"|59785.234|"Joceline Rucklesse"|"St 005 No 439 08"|2|25.419|18.56|"18,56"
11804|"10-02-2022"|56207.246|"Louisa Ringsell"|"St 005 No 603 51"|3|16.387|26.01|"26,011"
11985|"10-02-2022"|59990.523|"Aubert Casbon"|"St 006 No 366 37"|3|17.49|29.12|"29,117"
11356|"21-01-2022"|79550.38|"Allene Ewer"|"Av 129 No 007 42"|5|13.529|26.21|"26,207"
11523|"31-01-2022"|50238.594|"Ellyn Postin"|"Av 545 No 007 08"|4|12.816|18.49|"18,493"
11312|"31-01-2022"|63789.996|"Michele Cringle"|"Av 692 No 008 53"|4|16.273|18.44|"18,441"
11135|"10-02-2022"|30828.75|"Tina McCerery"|"St 008 No 318 59"|3|8.988|13.01|"13,008"
11625|"20-02-2022"|23082.43|"Sibylla Ridger"|"Av 298 No 008 42"|2|9.814|16.72|"16,721"
11851|"20-02-2022"|24470.104|"Tucky Duetsche"|"St 011 No 138 94"|2|10.404|7.53|"7,527"
11935|"20-02-2022"|48502.74|"Allene Brand-Hardy"|"St 011 No 669 97"|2|20.622|8.37|"8,37"
11650|"21-01-2022"|46469.562|"Mason Blackborough"|"St 012 No 469 45"|5|7.903|5.24|"5,241"
11756|"31-01-2022"|48066.918|"Mildred M'Chirrie"|"St 014 No 545 09"|4|12.262|9.94|"9,941"
11026|"20-02-2022"|70110.47|"Binnie Schwant"|"St 015 No 891 66"|2|29.809|15.65|"15,65"
11284|"02-03-2022"|43519.84|"Beverlee Peers"|"Av 485 No 018 66"|1|27.755|12.5|"12,499"
11778|"21-01-2022"|158142.33|"Noelani Bennell"|"St 018 No 192 81"|5|26.895|12.85|"12,848"
11173|"16-01-2022"|80689.02|"Sylvester Heffernan"|"Av 714 No 019 36"|6|12.865|25.55|"25,547"
11952|"10-02-2022"|86061.88|"Vicky Ponder"|"St 019 No 808 95"|3|25.091|24.97|"24,973"
11344|"31-01-2022"|106321.89|"Korey Cereceres"|"Av 251 No 021 92"|4|27.123|14.84|"14,84"
11102|"21-01-2022"|117100.0|"Rod Waghorne"|"St 029 No 845 99"|5|19.915|25.73|"25,728"
11647|"20-02-2022"|53044.43|"Lil Latchmore"|"St 031 No 181 33"|2|22.553|24.58|"24,584"
11095|"10-02-2022"|73038.21|"Constancy Himpson"|"St 032 No 571 65"|3|21.294|14.11|"14,109"
11062|"20-02-2022"|42893.242|"Rasla Francino"|"St 032 No 159 30"|2|18.237|29.93|"29,93"
11261|"21-01-2022"|131447.17|"Ricky Coleyshaw"|"Av 052 No 033 40"|5|22.355|23.53|"23,534"
11104|"02-03-2022"|31011.904|"Obie Tanti"|"St 033 No 068 01"|1|19.778|24.71|"24,711"
11106|"21-01-2022"|54278.188|"Elsey Gronno"|"St 035 No 685 49"|5|9.231|7.14|"7,144"
11840|"10-02-2022"|64072.215|"Clarie Boyall"|"St 036 No 175 88"|3|18.68|28.41|"28,414"
11210|"16-01-2022"|79202.56|"Bartholomeus Benger"|"Av 595 No 038 24"|6|12.628|28.09|"28,093"
11825|"10-02-2022"|91889.43|"Alidia Lawden"|"St 038 No 135 09"|3|26.79|26.35|"26,345"
