"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"
9317|"30-11-2022"|41849.92|"Emory Collough"|"St 000 No 982 99"|26.69
9157|"21-10-2022"|63562.69|"Yoshi Tims"|"St 000 No 396 19"|10.81
9709|"30-11-2022"|23507.455|"Caryn McCoish"|"Av 217 No 000 57"|14.992
9722|"31-10-2022"|31277.6|"Vail Devote"|"Av 552 No 002 93"|7.979
9956|"21-10-2022"|176229.19|"Kinsley de Vaen"|"Av 077 No 003 44"|29.971
9200|"30-11-2022"|38143.168|"Rogerio Ebbers"|"St 003 No 736 07"|24.326
9072|"30-11-2022"|10267.264|"Ingelbert Udall"|"St 004 No 837 34"|6.548
9188|"20-11-2022"|38163.39|"Joceline Rucklesse"|"St 005 No 439 08"|16.226
9161|"10-11-2022"|70534.31|"Louisa Ringsell"|"St 005 No 603 51"|20.564
9342|"10-11-2022"|91594.45|"Aubert Casbon"|"St 006 No 366 37"|26.704
9713|"21-10-2022"|80608.78|"Allene Ewer"|"Av 129 No 007 42"|13.709
9880|"31-10-2022"|114698.91|"Ellyn Postin"|"Av 545 No 007 08"|29.26
9669|"31-10-2022"|103997.336|"Michele Cringle"|"Av 692 No 008 53"|26.53
9492|"10-11-2022"|91464.12|"Tina McCerery"|"St 008 No 318 59"|26.666
9982|"20-11-2022"|40233.14|"Sibylla Ridger"|"Av 298 No 008 42"|17.106
9208|"20-11-2022"|69865.86|"Tucky Duetsche"|"St 011 No 138 94"|29.705
9292|"20-11-2022"|60065.12|"Allene Brand-Hardy"|"St 011 No 669 97"|25.538
9007|"21-10-2022"|43159.125|"Mason Blackborough"|"St 012 No 469 45"|7.34
9113|"31-10-2022"|23708.1|"Mildred M'Chirrie"|"St 014 No 545 09"|6.048
9383|"20-11-2022"|42984.97|"Binnie Schwant"|"St 015 No 891 66"|18.276
9641|"30-11-2022"|26452.16|"Beverlee Peers"|"Av 485 No 018 66"|16.87
9135|"21-10-2022"|92892.08|"Noelani Bennell"|"St 018 No 192 81"|15.798
9530|"16-10-2022"|88064.875|"Sylvester Heffernan"|"Av 714 No 019 36"|14.041
9309|"10-11-2022"|20888.639|"Vicky Ponder"|"St 019 No 808 95"|6.09
9701|"31-10-2022"|56992.734|"Korey Cereceres"|"Av 251 No 021 92"|14.539
9459|"21-10-2022"|173359.75|"Rod Waghorne"|"St 029 No 845 99"|29.483
9004|"20-11-2022"|27064.35|"Lil Latchmore"|"St 031 No 181 33"|11.507
9452|"10-11-2022"|102220.56|"Constancy Himpson"|"St 032 No 571 65"|29.802
