"id"|"paymentDue"|"amount"|"name"|"address"|"stratum"|"consumption"|"avgConsumption"|"last"
960|"02-03-2022"|31413.312|"Emory Collough"|"St 000 No 982 99"|1|20.034|16.81|"16,807"
800|"21-01-2022"|96161.36|"Yoshi Tims"|"St 000 No 396 19"|5|16.354|6.08|"6,082"
352|"02-03-2022"|14381.696|"Caryn McCoish"|"Av 217 No 000 57"|1|9.172|24.85|"24,845"
365|"31-01-2022"|21238.506|"Vail Devote"|"Av 552 No 002 93"|4|5.418|27.22|"27,216"
599|"21-01-2022"|87494.25|"Kinsley de Vaen"|"Av 077 No 003 44"|5|14.88|28.07|"28,07"
843|"02-03-2022"|41307.39|"Rogerio Ebbers"|"St 003 No 736 07"|1|26.344|22.14|"22,136"
715|"02-03-2022"|19535.713|"Ingelbert Udall"|"St 004 No 837 34"|1|12.459|17.69|"17,693"
831|"20-02-2022"|59785.234|"Joceline Rucklesse"|"St 005 No 439 08"|2|25.419|18.56|"18,56"
804|"10-02-2022"|56207.246|"Louisa Ringsell"|"St 005 No 603 51"|3|16.387|26.01|"26,011"
985|"10-02-2022"|59990.523|"Aubert Casbon"|"St 006 No 366 37"|3|17.49|29.12|"29,117"
356|"21-01-2022"|79550.38|"Allene Ewer"|"Av 129 No 007 42"|5|13.529|26.21|"26,207"
523|"31-01-2022"|50238.594|"Ellyn Postin"|"Av 545 No 007 08"|4|12.816|18.49|"18,493"
312|"31-01-2022"|63789.996|"Michele Cringle"|"Av 692 No 008 53"|4|16.273|18.44|"18,441"
135|"10-02-2022"|30828.75|"Tina McCerery"|"St 008 No 318 59"|3|8.988|13.01|"13,008"
625|"20-02-2022"|23082.43|"Sibylla Ridger"|"Av 298 No 008 42"|2|9.814|16.72|"16,721"
851|"20-02-2022"|24470.104|"Tucky Duetsche"|"St 011 No 138 94"|2|10.404|7.53|"7,527"
935|"20-02-2022"|48502.74|"Allene Brand-Hardy"|"St 011 No 669 97"|2|20.622|8.37|"8,37"
650|"21-01-2022"|46469.562|"Mason Blackborough"|"St 012 No 469 45"|5|7.903|5.24|"5,241"
756|"31-01-2022"|48066.918|"Mildred M'Chirrie"|"St 014 No 545 09"|4|12.262|9.94|"9,941"
26|"20-02-2022"|70110.47|"Binnie Schwant"|"St 015 No 891 66"|2|29.809|15.65|"15,65"
284|"02-03-2022"|43519.84|"Beverlee Peers"|"Av 485 No 018 66"|1|27.755|12.5|"12,499"
778|"21-01-2022"|158142.33|"Noelani Bennell"|"St 018 No 192 81"|5|26.895|12.85|"12,848"
173|"16-01-2022"|80689.02|"Sylvester Heffernan"|"Av 714 No 019 36"|6|12.865|25.55|"25,547"
952|"10-02-2022"|86061.88|"Vicky Ponder"|"St 019 No 808 95"|3|25.091|24.97|"24,973"
344|"31-01-2022"|106321.89|"Korey Cereceres"|"Av 251 No 021 92"|4|27.123|14.84|"14,84"
102|"21-01-2022"|117100.0|"Rod Waghorne"|"St 029 No 845 99"|5|19.915|25.73|"25,728"
647|"20-02-2022"|53044.43|"Lil Latchmore"|"St 031 No 181 33"|2|22.553|24.58|"24,584"
95|"10-02-2022"|73038.21|"Constancy Himpson"|"St 032 No 571 65"|3|21.294|14.11|"14,109"
62|"20-02-2022"|42893.242|"Rasla Francino"|"St 032 No 159 30"|2|18.237|29.93|"29,93"
261|"21-01-2022"|131447.17|"Ricky Coleyshaw"|"Av 052 No 033 40"|5|22.355|23.53|"23,534"
104|"02-03-2022"|31011.904|"Obie Tanti"|"St 033 No 068 01"|1|19.778|24.71|"24,711"
106|"21-01-2022"|54278.188|"Elsey Gronno"|"St 035 No 685 49"|5|9.231|7.14|"7,144"
840|"10-02-2022"|64072.215|"Clarie Boyall"|"St 036 No 175 88"|3|18.68|28.41|"28,414"
210|"16-01-2022"|79202.56|"Bartholomeus Benger"|"Av 595 No 038 24"|6|12.628|28.09|"28,093"
825|"10-02-2022"|91889.43|"Alidia Lawden"|"St 038 No 135 09"|3|26.79|26.35|"26,345"
807|"02-03-2022"|23828.896|"Howie Jeeks"|"St 039 No 048 30"|1|15.197|22.61|"22,605"
936|"10-02-2022"|79589.484|"Cornall Elverstone"|"St 039 No 424 67"|3|23.204|14.61|"14,606"
543|"02-03-2022"|40677.055|"Nannie Lernihan"|"Av 705 No 039 48"|1|25.942|6.25|"6,246"
235|"16-01-2022"|99680.58|"Kessia Von Oertzen"|"Av 258 No 041 08"|6|15.893|22.01|"22,009"
198|"10-02-2022"|89286.07|"Ranice Tidmarsh"|"Av 464 No 042 42"|3|26.031|26.21|"26,214"
162|"16-01-2022"|73338.266|"Brion Wille"|"Av 439 No 044 54"|6|11.693|12.99|"12,994"
774|"20-02-2022"|31620.154|"Talbot Pray"|"St 044 No 388 89"|2|13.444|26.29|"26,287"
554|"20-02-2022"|29743.266|"Gloriane Seccombe"|"Av 788 No 045 90"|2|12.646|28.79|"28,794"
668|"10-02-2022"|102443.51|"Raimundo Fadden"|"St 047 No 198 25"|3|29.867|24.05|"24,048"
79|"20-02-2022"|67916.06|"Hagan De Filippi"|"St 047 No 302 84"|2|28.876|6.62|"6,621"
468|"20-02-2022"|64783.21|"Kora Walhedd"|"Av 587 No 047 40"|2|27.544|26.84|"26,839"
47|"20-02-2022"|49415.31|"Dwight Corteney"|"St 047 No 877 96"|2|21.01|5.81|"5,811"
28|"10-02-2022"|29789.463|"Charity Gayton"|"St 048 No 678 81"|3|8.685|14.44|"14,439"
474|"10-02-2022"|89903.47|"Tatiania Giacubo"|"Av 421 No 048 32"|3|26.211|11.74|"11,739"
12|"16-01-2022"|125207.54|"Stephani Snoxill"|"St 049 No 492 55"|6|19.963|5.43|"5,431"
941|"21-01-2022"|89740.41|"Court Vampouille"|"St 050 No 248 54"|5|15.262|22.88|"22,884"
179|"21-01-2022"|57594.504|"Giselle Dashkov"|"Av 888 No 052 91"|5|9.795|6.36|"6,356"
276|"16-01-2022"|46964.586|"Torrie Thebeau"|"Av 157 No 052 29"|6|7.488|12.58|"12,578"
911|"02-03-2022"|32741.408|"Kamilah Kyne"|"St 054 No 675 20"|1|20.881|16.84|"16,843"
146|"02-03-2022"|27292.607|"Shirlee Laherty"|"Av 020 No 056 90"|1|17.406|15.86|"15,863"
505|"16-01-2022"|159653.25|"Jobye Southgate"|"Av 587 No 057 82"|6|25.455|29.09|"29,085"
746|"20-02-2022"|42159.42|"Sybyl Keme"|"St 058 No 994 77"|2|17.925|7.64|"7,64"
167|"31-01-2022"|111033.72|"Farly Foucar"|"Av 659 No 059 94"|4|28.325|28.98|"28,984"
991|"20-02-2022"|12712.506|"Duncan Sylett"|"St 060 No 416 67"|2|5.405|8.76|"8,763"
364|"20-02-2022"|27765.242|"Rodrick Ashbee"|"Av 278 No 060 38"|2|11.805|8.18|"8,178"
445|"10-02-2022"|29336.705|"Karol Pritchard"|"Av 654 No 062 78"|3|8.553|6.74|"6,743"
690|"02-03-2022"|11673.76|"Bernarr Titman"|"St 063 No 688 63"|1|7.445|20.59|"20,594"
847|"21-01-2022"|117934.96|"Yvon Currm"|"St 064 No 330 52"|5|20.057|21.4|"21,396"
236|"16-01-2022"|185123.77|"Marve Armitt"|"Av 278 No 064 39"|6|29.516|8.26|"8,259"
572|"16-01-2022"|49755.617|"Pryce Grewar"|"Av 895 No 066 88"|6|7.933|9.15|"9,152"
955|"10-02-2022"|19554.373|"Mei Mechi"|"St 067 No 815 48"|3|5.701|9.85|"9,849"
641|"10-02-2022"|52303.918|"Caye Rice"|"Av 598 No 069 20"|3|15.249|19.9|"19,898"
760|"31-01-2022"|55334.58|"Herb Feldmark"|"St 069 No 642 56"|4|14.116|9.59|"9,591"
43|"10-02-2022"|25560.285|"Addie Kenlin"|"St 072 No 894 99"|3|7.452|24.93|"24,93"
791|"10-02-2022"|41053.55|"Jane Keneford"|"St 072 No 853 68"|3|11.969|10.03|"10,034"
835|"21-01-2022"|104522.7|"Elbert Springer"|"St 074 No 377 60"|5|17.776|23.24|"23,243"
748|"02-03-2022"|29379.615|"Gleda Wornum"|"St 075 No 031 11"|1|18.737|15.11|"15,114"
727|"21-01-2022"|49844.676|"Mead Freke"|"St 079 No 138 93"|5|8.477|5.97|"5,966"
602|"16-01-2022"|54083.285|"Cilka Ricket"|"Av 660 No 079 47"|6|8.623|7.3|"7,296"
904|"16-01-2022"|92003.67|"Amabelle Langrick"|"St 080 No 988 83"|6|14.669|22.4|"22,4"
662|"20-02-2022"|57430.89|"Tann Dysert"|"St 080 No 639 18"|2|24.418|15.46|"15,456"
527|"20-02-2022"|65317.113|"Kipper Madine"|"Av 181 No 081 38"|2|27.771|18.56|"18,556"
169|"20-02-2022"|56892.285|"Moshe Braunston"|"Av 137 No 085 00"|2|24.189|7.53|"7,525"
297|"21-01-2022"|56618.42|"Wyndham Bing"|"Av 152 No 085 70"|5|9.629|21.89|"21,888"
442|"31-01-2022"|59031.13|"Chancey Heffernon"|"Av 495 No 085 54"|4|15.059|23.48|"23,482"
69|"02-03-2022"|38657.473|"Donnell Wren"|"St 086 No 856 18"|1|24.654|17.41|"17,407"
464|"31-01-2022"|116721.625|"Isadore Laible"|"Av 881 No 087 28"|4|29.776|28.84|"28,842"
921|"21-01-2022"|133857.97|"Carroll Beall"|"St 088 No 796 94"|5|22.765|16.4|"16,402"
768|"21-01-2022"|96737.59|"Lizzie Guiso"|"St 089 No 566 63"|5|16.452|9.77|"9,77"
610|"20-02-2022"|26161.186|"Caryl Aireton"|"Av 486 No 095 92"|2|11.123|19.59|"19,593"
943|"16-01-2022"|111177.12|"Oby Shearmer"|"St 097 No 238 26"|6|17.726|12.53|"12,534"
289|"02-03-2022"|11471.488|"Cristine Tabner"|"Av 896 No 097 72"|1|7.316|14.27|"14,266"
612|"20-02-2022"|39322.92|"Tyson MacCartan"|"Av 842 No 098 95"|2|16.719|24.67|"24,667"
129|"21-01-2022"|100530.19|"Tonya Glowacz"|"St 098 No 764 69"|5|17.097|10.47|"10,472"
89|"16-01-2022"|144199.1|"Cody Osbiston"|"St 098 No 397 27"|6|22.991|13.76|"13,757"
117|"16-01-2022"|111923.484|"Blayne Yedall"|"St 099 No 420 43"|6|17.845|29.33|"29,329"
681|"02-03-2022"|8188.096|"Kennedy Randleson"|"St 099 No 550 31"|1|5.222|13.87|"13,874"
929|"16-01-2022"|132200.8|"Shaylah Hurst"|"St 100 No 211 52"|6|21.078|16.76|"16,758"
667|"21-01-2022"|132064.58|"Reena Churly"|"St 102 No 436 00"|5|22.46|26.7|"26,701"
658|"10-02-2022"|101510.555|"Elise Meffen"|"St 102 No 232 67"|3|29.595|25.55|"25,554"
7|"31-01-2022"|20505.467|"Baudoin Chapelhow"|"St 104 No 961 10"|4|5.231|26.24|"26,24"
970|"21-01-2022"|155666.86|"Daile Rodd"|"St 104 No 201 50"|5|26.474|9.03|"9,025"
128|"20-02-2022"|22948.367|"Rhianna Revell"|"St 104 No 111 13"|2|9.757|9.42|"9,415"
545|"20-02-2022"|43532.984|"Trude Crunden"|"Av 824 No 106 41"|2|18.509|24.21|"24,211"
316|"10-02-2022"|33596.754|"Gael Camilli"|"Av 379 No 106 60"|3|9.795|11.42|"11,421"
569|"31-01-2022"|56193.06|"Wilhelm Tacon"|"Av 075 No 106 25"|4|14.335|9.24|"9,244"
336|"16-01-2022"|143734.97|"Magdalen Stickels"|"Av 945 No 107 25"|6|22.917|9.29|"9,287"
83|"10-02-2022"|50064.133|"Oneida Sprasen"|"St 108 No 305 95"|3|14.596|29.33|"29,331"
571|"21-01-2022"|138332.64|"Ealasaid Leabeater"|"Av 151 No 109 03"|5|23.526|10.86|"10,856"
913|"16-01-2022"|168584.55|"Earvin Pleager"|"St 110 No 176 93"|6|26.879|8.99|"8,987"
590|"20-02-2022"|12533.755|"Sam Dallosso"|"Av 405 No 111 14"|2|5.329|23.84|"23,837"
875|"10-02-2022"|81102.12|"Tabbie Bucktrout"|"St 112 No 493 63"|3|23.645|27.66|"27,657"
369|"16-01-2022"|143753.78|"Jdavie Eke"|"Av 057 No 112 27"|6|22.92|14.48|"14,484"
144|"02-03-2022"|9005.024|"Leela Mathonnet"|"Av 496 No 113 77"|1|5.743|17.39|"17,391"
616|"20-02-2022"|38487.965|"Bogey Dougan"|"Av 457 No 115 51"|2|16.364|14.05|"14,049"
607|"31-01-2022"|45322.926|"Ofella Galia"|"Av 215 No 117 54"|4|11.562|26.93|"26,926"
528|"02-03-2022"|22380.064|"Damien Cantillion"|"Av 854 No 117 04"|1|14.273|16.15|"16,152"
632|"10-02-2022"|44699.63|"Adolph Gronav"|"Av 092 No 119 53"|3|13.032|19.01|"19,01"
443|"10-02-2022"|58673.41|"Mavis Chevis"|"Av 123 No 119 44"|3|17.106|29.19|"29,191"
98|"02-03-2022"|28412.16|"Kalil Albiston"|"St 119 No 999 92"|1|18.12|9.84|"9,838"
228|"16-01-2022"|159189.12|"Ilse Calyton"|"Av 220 No 120 40"|6|25.381|12.34|"12,344"
