"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"
11193|"30-01-2023"|26353.377|"Emory Collough"|"St 000 No 982 99"|16.807
11033|"21-12-2022"|35762.098|"Yoshi Tims"|"St 000 No 396 19"|6.082
11585|"30-01-2023"|38956.96|"Caryn McCoish"|"Av 217 No 000 57"|24.845
11598|"31-12-2022"|106686.445|"Vail Devote"|"Av 552 No 002 93"|27.216
11832|"21-12-2022"|165051.31|"Kinsley de Vaen"|"Av 077 No 003 44"|28.07
11076|"30-01-2023"|34709.246|"Rogerio Ebbers"|"St 003 No 736 07"|22.136
11948|"30-01-2023"|27742.623|"Ingelbert Udall"|"St 004 No 837 34"|17.693
11064|"20-01-2023"|43652.934|"Joceline Rucklesse"|"St 005 No 439 08"|18.56
11037|"10-01-2023"|89217.47|"Louisa Ringsell"|"St 005 No 603 51"|26.011
11218|"10-01-2023"|99871.016|"Aubert Casbon"|"St 006 No 366 37"|29.117
11589|"21-12-2022"|154096.89|"Allene Ewer"|"Av 129 No 007 42"|26.207
11756|"31-12-2022"|72492.375|"Ellyn Postin"|"Av 545 No 007 08"|18.493
11545|"31-12-2022"|72288.54|"Michele Cringle"|"Av 692 No 008 53"|18.441
11368|"10-01-2023"|44617.31|"Tina McCerery"|"St 008 No 318 59"|13.008
11858|"20-01-2023"|39327.625|"Sibylla Ridger"|"Av 298 No 008 42"|16.721
11084|"20-01-2023"|17703.43|"Tucky Duetsche"|"St 011 No 138 94"|7.527
11168|"20-01-2023"|19686.156|"Allene Brand-Hardy"|"St 011 No 669 97"|8.37
11883|"21-12-2022"|30817.027|"Mason Blackborough"|"St 012 No 469 45"|5.241
11989|"31-12-2022"|38968.62|"Mildred M'Chirrie"|"St 014 No 545 09"|9.941
11259|"20-01-2023"|36808.645|"Binnie Schwant"|"St 015 No 891 66"|15.65
11517|"30-01-2023"|19598.432|"Beverlee Peers"|"Av 485 No 018 66"|12.499
11011|"21-12-2022"|75546.11|"Noelani Bennell"|"St 018 No 192 81"|12.848
11406|"16-12-2022"|160230.27|"Sylvester Heffernan"|"Av 714 No 019 36"|25.547
11185|"10-01-2023"|85657.14|"Vicky Ponder"|"St 019 No 808 95"|24.973
11577|"31-12-2022"|58172.652|"Korey Cereceres"|"Av 251 No 021 92"|14.84
11335|"21-12-2022"|151280.38|"Rod Waghorne"|"St 029 No 845 99"|25.728
11880|"20-01-2023"|57821.32|"Lil Latchmore"|"St 031 No 181 33"|24.584
11328|"10-01-2023"|48393.73|"Constancy Himpson"|"St 032 No 571 65"|14.109
11295|"20-01-2023"|70395.06|"Rasla Francino"|"St 032 No 159 30"|29.93
11494|"21-12-2022"|138379.69|"Ricky Coleyshaw"|"Av 052 No 033 40"|23.534
11337|"30-01-2023"|38746.848|"Obie Tanti"|"St 033 No 068 01"|24.711
11339|"21-12-2022"|42006.65|"Elsey Gronno"|"St 035 No 685 49"|7.144
11073|"10-01-2023"|97459.734|"Clarie Boyall"|"St 036 No 175 88"|28.414
11443|"16-12-2022"|176198.73|"Bartholomeus Benger"|"Av 595 No 038 24"|28.093
11058|"10-01-2023"|90363.086|"Alidia Lawden"|"St 038 No 135 09"|26.345
11040|"30-01-2023"|35444.64|"Howie Jeeks"|"St 039 No 048 30"|22.605
11169|"10-01-2023"|50098.434|"Cornall Elverstone"|"St 039 No 424 67"|14.606
11776|"30-01-2023"|9793.728|"Nannie Lernihan"|"Av 705 No 039 48"|6.246
11468|"16-12-2022"|138040.02|"Kessia Von Oertzen"|"Av 258 No 041 08"|22.009
11431|"10-01-2023"|89913.76|"Ranice Tidmarsh"|"Av 464 No 042 42"|26.214
11395|"16-12-2022"|81498.11|"Brion Wille"|"Av 439 No 044 54"|12.994
11007|"20-01-2023"|61826.76|"Talbot Pray"|"St 044 No 388 89"|26.287
11787|"20-01-2023"|67723.2|"Gloriane Seccombe"|"Av 788 No 045 90"|28.794
11901|"10-01-2023"|82484.4|"Raimundo Fadden"|"St 047 No 198 25"|24.048
11312|"20-01-2023"|15572.525|"Hagan De Filippi"|"St 047 No 302 84"|6.621
11701|"20-01-2023"|63125.06|"Kora Walhedd"|"Av 587 No 047 40"|26.839
11280|"20-01-2023"|13667.414|"Dwight Corteney"|"St 047 No 877 96"|5.811
11261|"10-01-2023"|49525.625|"Charity Gayton"|"St 048 No 678 81"|14.439
11707|"10-01-2023"|40264.652|"Tatiania Giacubo"|"Av 421 No 048 32"|11.739
11245|"16-12-2022"|34063.125|"Stephani Snoxill"|"St 049 No 492 55"|5.431
11174|"21-12-2022"|134557.69|"Court Vampouille"|"St 050 No 248 54"|22.884
11412|"21-12-2022"|37373.215|"Giselle Dashkov"|"Av 888 No 052 91"|6.356
11509|"16-12-2022"|78888.96|"Torrie Thebeau"|"Av 157 No 052 29"|12.578
11144|"30-01-2023"|26409.824|"Kamilah Kyne"|"St 054 No 675 20"|16.843
11379|"30-01-2023"|24873.184|"Shirlee Laherty"|"Av 020 No 056 90"|15.863
11738|"16-12-2022"|182420.53|"Jobye Southgate"|"Av 587 No 057 82"|29.085
11979|"20-01-2023"|17969.203|"Sybyl Keme"|"St 058 No 994 77"|7.64
11400|"31-12-2022"|113616.99|"Farly Foucar"|"Av 659 No 059 94"|28.984
11224|"20-01-2023"|20610.488|"Duncan Sylett"|"St 060 No 416 67"|8.763
11597|"20-01-2023"|19234.574|"Rodrick Ashbee"|"Av 278 No 060 38"|8.178
