"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"
22049|"31-10-2022"|40899.71|"Emory Collough"|"St 000 No 982 99"|26.084
22770|"21-09-2022"|115612.37|"Yoshi Tims"|"St 000 No 396 19"|19.662
22062|"31-10-2022"|39864.832|"Caryn McCoish"|"Av 217 No 000 57"|25.424
22653|"01-10-2022"|34762.473|"Vail Devote"|"Av 552 No 002 93"|8.868
22838|"21-09-2022"|56036.305|"Kinsley de Vaen"|"Av 077 No 003 44"|9.53
22096|"31-10-2022"|40990.656|"Rogerio Ebbers"|"St 003 No 736 07"|26.142
22132|"31-10-2022"|26982.145|"Ingelbert Udall"|"St 004 No 837 34"|17.208
22319|"21-10-2022"|28282.68|"Joceline Rucklesse"|"St 005 No 439 08"|12.025
22515|"11-10-2022"|55390.91|"Louisa Ringsell"|"St 005 No 603 51"|16.149
22484|"11-10-2022"|76914.09|"Aubert Casbon"|"St 006 No 366 37"|22.424
22778|"21-09-2022"|61933.934|"Allene Ewer"|"Av 129 No 007 42"|10.533
22541|"01-10-2022"|99167.91|"Ellyn Postin"|"Av 545 No 007 08"|25.298
22550|"01-10-2022"|75255.97|"Michele Cringle"|"Av 692 No 008 53"|19.198
22483|"11-10-2022"|78714.84|"Tina McCerery"|"St 008 No 318 59"|22.949
22269|"21-10-2022"|20102.459|"Sibylla Ridger"|"Av 298 No 008 42"|8.547
22193|"21-10-2022"|37375.473|"Tucky Duetsche"|"St 011 No 138 94"|15.891
22348|"21-10-2022"|61845.58|"Allene Brand-Hardy"|"St 011 No 669 97"|26.295
22715|"21-09-2022"|171119.47|"Mason Blackborough"|"St 012 No 469 45"|29.102
22537|"01-10-2022"|86835.62|"Mildred M'Chirrie"|"St 014 No 545 09"|22.152
22196|"21-10-2022"|67963.1|"Binnie Schwant"|"St 015 No 891 66"|28.896
22011|"31-10-2022"|34837.824|"Beverlee Peers"|"Av 485 No 018 66"|22.218
22700|"21-09-2022"|38619.773|"Noelani Bennell"|"St 018 No 192 81"|6.568
22844|"16-09-2022"|110261.41|"Sylvester Heffernan"|"Av 714 No 019 36"|17.58
22412|"11-10-2022"|93635.3|"Vicky Ponder"|"St 019 No 808 95"|27.299
22643|"01-10-2022"|104706.85|"Korey Cereceres"|"Av 251 No 021 92"|26.711
22729|"21-09-2022"|101094.67|"Rod Waghorne"|"St 029 No 845 99"|17.193
