"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"
2464|"30-01-2023"|26353.377|"Emory Collough"|"St 000 No 982 99"|16.807
2004|"21-12-2022"|35762.098|"Yoshi Tims"|"St 000 No 396 19"|6.082
2406|"30-01-2023"|38956.96|"Caryn McCoish"|"Av 217 No 000 57"|24.845
2419|"31-12-2022"|106686.445|"Vail Devote"|"Av 552 No 002 93"|27.216
2956|"21-12-2022"|165051.31|"Kinsley de Vaen"|"Av 077 No 003 44"|28.07
2047|"30-01-2023"|34709.246|"Rogerio Ebbers"|"St 003 No 736 07"|22.136
2674|"30-01-2023"|27742.623|"Ingelbert Udall"|"St 004 No 837 34"|17.693
2035|"20-01-2023"|43652.934|"Joceline Rucklesse"|"St 005 No 439 08"|18.56
2008|"10-01-2023"|89217.47|"Louisa Ringsell"|"St 005 No 603 51"|26.011
2489|"10-01-2023"|99871.016|"Aubert Casbon"|"St 006 No 366 37"|29.117
2410|"21-12-2022"|154096.89|"Allene Ewer"|"Av 129 No 007 42"|26.207
2880|"31-12-2022"|72492.375|"Ellyn Postin"|"Av 545 No 007 08"|18.493
2366|"31-12-2022"|72288.54|"Michele Cringle"|"Av 692 No 008 53"|18.441
2189|"10-01-2023"|44617.31|"Tina McCerery"|"St 008 No 318 59"|13.008
2982|"20-01-2023"|39327.625|"Sibylla Ridger"|"Av 298 No 008 42"|16.721
2055|"20-01-2023"|17703.43|"Tucky Duetsche"|"St 011 No 138 94"|7.527
2139|"20-01-2023"|19686.156|"Allene Brand-Hardy"|"St 011 No 669 97"|8.37
2609|"21-12-2022"|30817.027|"Mason Blackborough"|"St 012 No 469 45"|5.241
2715|"31-12-2022"|38968.62|"Mildred M'Chirrie"|"St 014 No 545 09"|9.941
2530|"20-01-2023"|36808.645|"Binnie Schwant"|"St 015 No 891 66"|15.65
2338|"30-01-2023"|19598.432|"Beverlee Peers"|"Av 485 No 018 66"|12.499
2737|"21-12-2022"|75546.11|"Noelani Bennell"|"St 018 No 192 81"|12.848
2227|"16-12-2022"|160230.27|"Sylvester Heffernan"|"Av 714 No 019 36"|25.547
2456|"10-01-2023"|85657.14|"Vicky Ponder"|"St 019 No 808 95"|24.973
2398|"31-12-2022"|58172.652|"Korey Cereceres"|"Av 251 No 021 92"|14.84
2156|"21-12-2022"|151280.38|"Rod Waghorne"|"St 029 No 845 99"|25.728
2606|"20-01-2023"|57821.32|"Lil Latchmore"|"St 031 No 181 33"|24.584
2599|"10-01-2023"|48393.73|"Constancy Himpson"|"St 032 No 571 65"|14.109
2566|"20-01-2023"|70395.06|"Rasla Francino"|"St 032 No 159 30"|29.93
2315|"21-12-2022"|138379.69|"Ricky Coleyshaw"|"Av 052 No 033 40"|23.534
2158|"30-01-2023"|38746.848|"Obie Tanti"|"St 033 No 068 01"|24.711
2160|"21-12-2022"|42006.65|"Elsey Gronno"|"St 035 No 685 49"|7.144
2044|"10-01-2023"|97459.734|"Clarie Boyall"|"St 036 No 175 88"|28.414
2264|"16-12-2022"|176198.73|"Bartholomeus Benger"|"Av 595 No 038 24"|28.093
