"id"|"paymentDue"|"amount"|"name"|"address"|"consumption"
8586|"31-10-2022"|40899.71|"Emory Collough"|"St 000 No 982 99"|26.084
8426|"21-09-2022"|115612.37|"Yoshi Tims"|"St 000 No 396 19"|19.662
8978|"31-10-2022"|39864.832|"Caryn McCoish"|"Av 217 No 000 57"|25.424
8991|"01-10-2022"|34762.473|"Vail Devote"|"Av 552 No 002 93"|8.868
8225|"21-09-2022"|56036.305|"Kinsley de Vaen"|"Av 077 No 003 44"|9.53
8469|"31-10-2022"|40990.656|"Rogerio Ebbers"|"St 003 No 736 07"|26.142
8341|"31-10-2022"|26982.145|"Ingelbert Udall"|"St 004 No 837 34"|17.208
8457|"21-10-2022"|28282.68|"Joceline Rucklesse"|"St 005 No 439 08"|12.025
8430|"11-10-2022"|55390.91|"Louisa Ringsell"|"St 005 No 603 51"|16.149
8611|"11-10-2022"|76914.09|"Aubert Casbon"|"St 006 No 366 37"|22.424
8982|"21-09-2022"|61933.934|"Allene Ewer"|"Av 129 No 007 42"|10.533
8149|"01-10-2022"|99167.91|"Ellyn Postin"|"Av 545 No 007 08"|25.298
8938|"01-10-2022"|75255.97|"Michele Cringle"|"Av 692 No 008 53"|19.198
8761|"11-10-2022"|78714.84|"Tina McCerery"|"St 008 No 318 59"|22.949
8251|"21-10-2022"|20102.459|"Sibylla Ridger"|"Av 298 No 008 42"|8.547
8477|"21-10-2022"|37375.473|"Tucky Duetsche"|"St 011 No 138 94"|15.891
8561|"21-10-2022"|61845.58|"Allene Brand-Hardy"|"St 011 No 669 97"|26.295
8276|"21-09-2022"|171119.47|"Mason Blackborough"|"St 012 No 469 45"|29.102
8382|"01-10-2022"|86835.62|"Mildred M'Chirrie"|"St 014 No 545 09"|22.152
8652|"21-10-2022"|67963.1|"Binnie Schwant"|"St 015 No 891 66"|28.896
8910|"31-10-2022"|34837.824|"Beverlee Peers"|"Av 485 No 018 66"|22.218
8404|"21-09-2022"|38619.773|"Noelani Bennell"|"St 018 No 192 81"|6.568
8799|"16-09-2022"|110261.41|"Sylvester Heffernan"|"Av 714 No 019 36"|17.58
8578|"11-10-2022"|93635.3|"Vicky Ponder"|"St 019 No 808 95"|27.299
8970|"01-10-2022"|104706.85|"Korey Cereceres"|"Av 251 No 021 92"|26.711
8728|"21-09-2022"|101094.67|"Rod Waghorne"|"St 029 No 845 99"|17.193
8273|"21-10-2022"|34741.246|"Lil Latchmore"|"St 031 No 181 33"|14.771
8721|"11-10-2022"|87756.3|"Constancy Himpson"|"St 032 No 571 65"|25.585
8688|"21-10-2022"|43885.78|"Rasla Francino"|"St 032 No 159 30"|18.659
8887|"21-09-2022"|75128.63|"Ricky Coleyshaw"|"Av 052 No 033 40"|12.777
8730|"31-10-2022"|12890.528|"Obie Tanti"|"St 033 No 068 01"|8.221
8732|"21-09-2022"|147223.19|"Elsey Gronno"|"St 035 No 685 49"|25.038
8466|"11-10-2022"|65993.01|"Clarie Boyall"|"St 036 No 175 88"|19.24
8836|"16-09-2022"|179961.92|"Bartholomeus Benger"|"Av 595 No 038 24"|28.693
8451|"11-10-2022"|37530.95|"Alidia Lawden"|"St 038 No 135 09"|10.942
8433|"31-10-2022"|36270.977|"Howie Jeeks"|"St 039 No 048 30"|23.132
8562|"11-10-2022"|88785.29|"Cornall Elverstone"|"St 039 No 424 67"|25.885
8169|"31-10-2022"|27098.176|"Nannie Lernihan"|"Av 705 No 039 48"|17.282
8861|"16-09-2022"|138591.94|"Kessia Von Oertzen"|"Av 258 No 041 08"|22.097
8824|"11-10-2022"|99473.14|"Ranice Tidmarsh"|"Av 464 No 042 42"|29.001
8788|"16-09-2022"|116188.43|"Brion Wille"|"Av 439 No 044 54"|18.525
8400|"21-10-2022"|60916.54|"Talbot Pray"|"St 044 No 388 89"|25.9
8180|"21-10-2022"|16254.603|"Gloriane Seccombe"|"Av 788 No 045 90"|6.911
8294|"11-10-2022"|69759.13|"Raimundo Fadden"|"St 047 No 198 25"|20.338
8705|"21-10-2022"|59796.992|"Hagan De Filippi"|"St 047 No 302 84"|25.424
8094|"21-10-2022"|32379.846|"Kora Walhedd"|"Av 587 No 047 40"|13.767
8673|"21-10-2022"|24185.514|"Dwight Corteney"|"St 047 No 877 96"|10.283
8654|"11-10-2022"|37054.184|"Charity Gayton"|"St 048 No 678 81"|10.803
8100|"11-10-2022"|71402.1|"Tatiania Giacubo"|"Av 421 No 048 32"|20.817
8638|"16-09-2022"|97115.336|"Stephani Snoxill"|"St 049 No 492 55"|15.484
8567|"21-09-2022"|167838.44|"Court Vampouille"|"St 050 No 248 54"|28.544
8805|"21-09-2022"|89834.484|"Giselle Dashkov"|"Av 888 No 052 91"|15.278
