"id"|"paymentDue"|"amount"|"name"|"address"|"stratum"|"consumption"|"avgConsumption"|"last"
1317|"30-01-2023"|26353.377|"Emory Collough"|"St 000 No 982 99"|1|16.807|16.81|"16,807"
1157|"21-12-2022"|35762.098|"Yoshi Tims"|"St 000 No 396 19"|5|6.082|6.08|"6,082"
1709|"30-01-2023"|38956.96|"Caryn McCoish"|"Av 217 No 000 57"|1|24.845|24.85|"24,845"
1722|"31-12-2022"|106686.445|"Vail Devote"|"Av 552 No 002 93"|4|27.216|27.22|"27,216"
1956|"21-12-2022"|165051.31|"Kinsley de Vaen"|"Av 077 No 003 44"|5|28.07|28.07|"28,07"
1200|"30-01-2023"|34709.246|"Rogerio Ebbers"|"St 003 No 736 07"|1|22.136|22.14|"22,136"
1072|"30-01-2023"|27742.623|"Ingelbert Udall"|"St 004 No 837 34"|1|17.693|17.69|"17,693"
1188|"20-01-2023"|43652.934|"Joceline Rucklesse"|"St 005 No 439 08"|2|18.56|18.56|"18,56"
1161|"10-01-2023"|89217.47|"Louisa Ringsell"|"St 005 No 603 51"|3|26.011|26.01|"26,011"
1342|"10-01-2023"|99871.016|"Aubert Casbon"|"St 006 No 366 37"|3|29.117|29.12|"29,117"
1713|"21-12-2022"|154096.89|"Allene Ewer"|"Av 129 No 007 42"|5|26.207|26.21|"26,207"
1880|"31-12-2022"|72492.375|"Ellyn Postin"|"Av 545 No 007 08"|4|18.493|18.49|"18,493"
1669|"31-12-2022"|72288.54|"Michele Cringle"|"Av 692 No 008 53"|4|18.441|18.44|"18,441"
1492|"10-01-2023"|44617.31|"Tina McCerery"|"St 008 No 318 59"|3|13.008|13.01|"13,008"
1982|"20-01-2023"|39327.625|"Sibylla Ridger"|"Av 298 No 008 42"|2|16.721|16.72|"16,721"
1208|"20-01-2023"|17703.43|"Tucky Duetsche"|"St 011 No 138 94"|2|7.527|7.53|"7,527"
1292|"20-01-2023"|19686.156|"Allene Brand-Hardy"|"St 011 No 669 97"|2|8.37|8.37|"8,37"
1007|"21-12-2022"|30817.027|"Mason Blackborough"|"St 012 No 469 45"|5|5.241|5.24|"5,241"
1113|"31-12-2022"|38968.62|"Mildred M'Chirrie"|"St 014 No 545 09"|4|9.941|9.94|"9,941"
1383|"20-01-2023"|36808.645|"Binnie Schwant"|"St 015 No 891 66"|2|15.65|15.65|"15,65"
1641|"30-01-2023"|19598.432|"Beverlee Peers"|"Av 485 No 018 66"|1|12.499|12.5|"12,499"
1135|"21-12-2022"|75546.11|"Noelani Bennell"|"St 018 No 192 81"|5|12.848|12.85|"12,848"
1530|"16-12-2022"|160230.27|"Sylvester Heffernan"|"Av 714 No 019 36"|6|25.547|25.55|"25,547"
1309|"10-01-2023"|85657.14|"Vicky Ponder"|"St 019 No 808 95"|3|24.973|24.97|"24,973"
1701|"31-12-2022"|58172.652|"Korey Cereceres"|"Av 251 No 021 92"|4|14.84|14.84|"14,84"
1459|"21-12-2022"|151280.38|"Rod Waghorne"|"St 029 No 845 99"|5|25.728|25.73|"25,728"
1004|"20-01-2023"|57821.32|"Lil Latchmore"|"St 031 No 181 33"|2|24.584|24.58|"24,584"
1452|"10-01-2023"|48393.73|"Constancy Himpson"|"St 032 No 571 65"|3|14.109|14.11|"14,109"
1419|"20-01-2023"|70395.06|"Rasla Francino"|"St 032 No 159 30"|2|29.93|29.93|"29,93"
1618|"21-12-2022"|138379.69|"Ricky Coleyshaw"|"Av 052 No 033 40"|5|23.534|23.53|"23,534"
1461|"30-01-2023"|38746.848|"Obie Tanti"|"St 033 No 068 01"|1|24.711|24.71|"24,711"
1463|"21-12-2022"|42006.65|"Elsey Gronno"|"St 035 No 685 49"|5|7.144|7.14|"7,144"
1197|"10-01-2023"|97459.734|"Clarie Boyall"|"St 036 No 175 88"|3|28.414|28.41|"28,414"
1567|"16-12-2022"|176198.73|"Bartholomeus Benger"|"Av 595 No 038 24"|6|28.093|28.09|"28,093"
1182|"10-01-2023"|90363.086|"Alidia Lawden"|"St 038 No 135 09"|3|26.345|26.35|"26,345"
1164|"30-01-2023"|35444.64|"Howie Jeeks"|"St 039 No 048 30"|1|22.605|22.61|"22,605"
1293|"10-01-2023"|50098.434|"Cornall Elverstone"|"St 039 No 424 67"|3|14.606|14.61|"14,606"
1900|"30-01-2023"|9793.728|"Nannie Lernihan"|"Av 705 No 039 48"|1|6.246|6.25|"6,246"
1592|"16-12-2022"|138040.02|"Kessia Von Oertzen"|"Av 258 No 041 08"|6|22.009|22.01|"22,009"
1555|"10-01-2023"|89913.76|"Ranice Tidmarsh"|"Av 464 No 042 42"|3|26.214|26.21|"26,214"
1519|"16-12-2022"|81498.11|"Brion Wille"|"Av 439 No 044 54"|6|12.994|12.99|"12,994"
1131|"20-01-2023"|61826.76|"Talbot Pray"|"St 044 No 388 89"|2|26.287|26.29|"26,287"
1911|"20-01-2023"|67723.2|"Gloriane Seccombe"|"Av 788 No 045 90"|2|28.794|28.79|"28,794"
1025|"10-01-2023"|82484.4|"Raimundo Fadden"|"St 047 No 198 25"|3|24.048|24.05|"24,048"
1436|"20-01-2023"|15572.525|"Hagan De Filippi"|"St 047 No 302 84"|2|6.621|6.62|"6,621"
1825|"20-01-2023"|63125.06|"Kora Walhedd"|"Av 587 No 047 40"|2|26.839|26.84|"26,839"
1404|"20-01-2023"|13667.414|"Dwight Corteney"|"St 047 No 877 96"|2|5.811|5.81|"5,811"
1385|"10-01-2023"|49525.625|"Charity Gayton"|"St 048 No 678 81"|3|14.439|14.44|"14,439"
1831|"10-01-2023"|40264.652|"Tatiania Giacubo"|"Av 421 No 048 32"|3|11.739|11.74|"11,739"
1369|"16-12-2022"|34063.125|"Stephani Snoxill"|"St 049 No 492 55"|6|5.431|5.43|"5,431"
1298|"21-12-2022"|134557.69|"Court Vampouille"|"St 050 No 248 54"|5|22.884|22.88|"22,884"
1536|"21-12-2022"|37373.215|"Giselle Dashkov"|"Av 888 No 052 91"|5|6.356|6.36|"6,356"
1633|"16-12-2022"|78888.96|"Torrie Thebeau"|"Av 157 No 052 29"|6|12.578|12.58|"12,578"
1268|"30-01-2023"|26409.824|"Kamilah Kyne"|"St 054 No 675 20"|1|16.843|16.84|"16,843"
1503|"30-01-2023"|24873.184|"Shirlee Laherty"|"Av 020 No 056 90"|1|15.863|15.86|"15,863"
1862|"16-12-2022"|182420.53|"Jobye Southgate"|"Av 587 No 057 82"|6|29.085|29.09|"29,085"
